PNA;NAZWA PLACÓWKI;MIEJSCOWOŒÆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
71-793;FUP Szczecin 41;Szczecin;Z³otowska;90;Szczecin;Szczecin;zachodniopomorskie
71-250;UP Szczecin 43;Szczecin;W³adys³awa Szafera;186;Szczecin;Szczecin;zachodniopomorskie
71-257;FUP Szczecin 43;Szczecin;Sebastiana Klonowica;46A/U3;Szczecin;Szczecin;zachodniopomorskie
71-216;FUP Szczecin 43;Szczecin;Koralowa;86;Szczecin;Szczecin;zachodniopomorskie
71-250;FUP Szczecin 43;Szczecin;Emila Zegad³owicza;12;Szczecin;Szczecin;zachodniopomorskie
71-371;FUP Szczecin 43;skrytki/przegródki;;;Szczecin;Szczecin;zachodniopomorskie
70-901;PP Szczecin Z101;Szczecin;Dworcowa;20 b;Szczecin;Szczecin;zachodniopomorskie
70-952;PP Szczecin Z101;skrytki/przegródki;;;Szczecin;Szczecin;zachodniopomorskie
78-400;UP Szczecinek 1;Szczecinek;Boh. Warszawy;36;Szczecinek;szczecinecki;zachodniopomorskie
78-425;FUP Szczecinek 1;Bia³y Bór;S³upska;15;Bia³y Bór;szczecinecki;zachodniopomorskie
78-404;FUP Szczecinek 1;Szczecinek;Karliñska;19;Szczecinek;szczecinecki;zachodniopomorskie
78-400;FUP Szczecinek 1;Szczecinek;Koszaliñska;62A;Szczecinek;szczecinecki;zachodniopomorskie
78-403;FUP Szczecinek 1;Szczecinek;Spó³dzielcza;8;Szczecinek;szczecinecki;zachodniopomorskie
78-402;FUP Szczecinek 1;Szczecinek;Kardyna³a Stefana Wyszyñskiego;69;Szczecinek;szczecinecki;zachodniopomorskie
78-401;FUP Szczecinek 1;Szczecinek;Zes³añców Sybiru Pl.;1;Szczecinek;szczecinecki;zachodniopomorskie
78-410;UP Szczecinek 2;Szczecinek;Dworcowa;2;Szczecinek;szczecinecki;zachodniopomorskie
42-445;UP Szczekociny;Szczekociny;Senatorska;2;Szczekociny;zawierciañski;œl¹skie
18-412;AP Szczepankowo;Szczepankowo;;23;Œniadowo;³om¿yñski;podlaskie
88-306;AP Szczepanowo;Szczepanowo;Barciñska;1;D¹browa;mogileñski;kujawsko-pomorskie
55-301;AP Szczepanów;Szczepanów;Boczna;1;Œroda Œl¹ska;œredzki;dolnoœl¹skie
32-823;AP Szczepanów;Szczepanów;Rynek Szczepanowski;3;Brzesko;brzeski;ma³opolskie
97-420;UP Szczerców;Szczerców;¯eromskiego;2;Szczerców;be³chatowski;³ódzkie
33-230;UP Szczucin;Szczucin;Pi³sudskiego;17;Szczucin;d¹browski;ma³opolskie
33-220;FUP Szczucin;Boles³aw;;175;Boles³aw;d¹browski;ma³opolskie
33-221;FUP Szczucin;Mêdrzechów;;8;Mêdrzechów;d¹browski;ma³opolskie
19-230;UP Szczuczyn;Szczuczyn;Jana Kiliñskiego;61;Szczuczyn;grajewski;podlaskie
19-213;FUP Szczuczyn;Radzi³ów;pl. 500-lecia;2;Radzi³ów;grajewski;podlaskie
76-223;AP Szczypkowice;Szczypkowice;;30;G³ówczyce;s³upski;pomorskie
43-370;UP Szczyrk;Szczyrk;Beskidzka;101;Szczyrk;bielski;œl¹skie
43-370;FUP Szczyrk;Buczkowice;Lipowska;730;Buczkowice;bielski;œl¹skie
43-374;FUP Szczyrk;skrytki/przegródki;;;Buczkowice;bielski;œl¹skie
59-727;AP Szczytnica;Szczytnica;;110;Warta Boles³awiecka;boles³awiecki;dolnoœl¹skie
12-102;AP Szczytno;Szczytno;Zbigniewa Sobieszczañskiego;22;Szczytno;szczycieñski;warmiñsko-mazurskie
12-100;UP Szczytno 1;Szczytno;Polska;22;Szczytno;szczycieñski;warmiñsko-mazurskie
12-102;FUP Szczytno 1;Szczytno;Tadeusza Koœciuszki;17;Szczytno;szczycieñski;warmiñsko-mazurskie
12-101;FUP Szczytno 1;Szczytno;Solidarnoœci;6;Szczytno;szczycieñski;warmiñsko-mazurskie
12-140;FUP Szczytno 1;Œwiêtajno;Dworcowa;17;Œwiêtajno;szczycieñski;warmiñsko-mazurskie
12-160;FUP Szczytno 1;Wielbark;W³adys³awa Jagie³³y;1;Wielbark;szczycieñski;warmiñsko-mazurskie
98-356;AP Szczyty;Szczyty;Wieluñska;30;Dzia³oszyn;pajêczañski;³ódzkie
38-200;AP Szebnie;Szebnie;;140;Jas³o;jasielski;podkarpackie
84-217;UP Szemud;Szemud;Wejherowska;19;Szemud;wejherowski;pomorskie
38-246;UP Szerzyny;Szerzyny;;521;Szerzyny;tarnowski;ma³opolskie
63-930;AP Szkaradowo;Szkaradowo;;40;Jutrosin;rawicki;wielkopolskie
58-580;UP Szklarska Porêba 1;Szklarska Porêba;Jednoœci Narodowej;8;Szklarska Porêba;karkonoski;dolnoœl¹skie
63-000;AP Szlachcin;Szlachcin;;33 A;Œroda Wielkopolska;œredzki;wielkopolskie
37-500;AP Szówsko;Szówsko;Ksi¹¿¹t Czartoryskich;29;Wi¹zownica;jaros³awski;podkarpackie
67-300;UP Szprotawa;Szprotawa;Plac Komuny Paryskiej;2;Szprotawa;¿agañski;lubuskie
67-321;FUP Szprotawa;Leszno Górne;Boles³awiecka;7;Szprotawa;¿agañski;lubuskie
67-320;FUP Szprotawa;Ma³omice;Jana Paw³a II;31;Ma³omice;¿agañski;lubuskie
67-311;FUP Szprotawa;Niegos³awice;;55;Niegos³awice;¿agañski;lubuskie
82-411;AP Szropy;Szropy;;b/n;Stary Targ;sztumski;pomorskie
16-310;UP Sztabin;Sztabin;Augustowska;60;Sztabin;augustowski;podlaskie
82-400;UP Sztum;Sztum;Mickiewicza;27;Sztum;sztumski;pomorskie
82-400;FUP Sztum;Miko³ajki Pomorskie;Dzierzgoñska;4;Miko³ajki Pomorskie;sztumski;pomorskie
82-420;FUP Sztum;Ryjewo;Lipowa;2;Ryjewo;kwidzyñski;pomorskie
82-410;FUP Sztum;Stary Targ;Nowotarska;1;Stary Targ;sztumski;pomorskie
82-402;AP Sztum;Sztum;Lipowa;3;Sztum;sztumski;pomorskie
82-401;AP Sztum;Sztum;M³yñska;10;Sztum;sztumski;pomorskie
89-200;UP Szubin;Szubin;3 Maja;24;Szubin;nakielski;kujawsko-pomorskie
89-203;FUP Szubin;Rynarzewo;Bydgoska;1;Szubin;nakielski;kujawsko-pomorskie
89-205;FUP Szubin;Tur;Bydgoska;15;Szubin;nakielski;kujawsko-pomorskie
16-113;AP Szudzia³owo;Szudzia³owo;Centralna;25;Szudzia³owo;sokólski;podlaskie
78-600;AP Szwecja;Szwecja;Szkolna;17;Wa³cz;wa³ecki;zachodniopomorskie
26-500;UP Szyd³owiec k. Radomia;Szyd³owiec;Tadeusza Koœciuszki;181;Szyd³owiec;szyd³owiecki;mazowieckie
26-510;FUP Szyd³owiec k. Radomia;Chlewiska;Szkolna;5;Chlewiska;szyd³owiecki;mazowieckie
26-502;FUP Szyd³owiec k. Radomia;Jastrz¹b;Plac Niepodleg³oœci;5;Jastrz¹b;szyd³owiecki;mazowieckie
26-503;FUP Szyd³owiec k. Radomia;Mirów Stary;;35;Mirów;szyd³owiecki;mazowieckie
26-505;FUP Szyd³owiec k. Radomia;Oroñsko;Szkolna;8;Oroñsko;szyd³owiecki;mazowieckie
26-500;FUP Szyd³owiec k. Radomia;Szyd³owiec;Stanis³awa Staszica;17;Szyd³owiec;szyd³owiecki;mazowieckie
64-930;AP Szyd³owo;Szyd³owo;;6;Szyd³owo;pilski;wielkopolskie
14-100;AP Szyldak;Szyldak;Spacerowa;4;Ostróda;ostródzki;warmiñsko-mazurskie
82-224;AP Szymankowo;Szymankowo;G³ówna;15 A;Lichnowy;malborski;pomorskie
12-100;AP Szymany;Szymany;;4 H;Szczytno;szczycieñski;warmiñsko-mazurskie
83-315;AP Szymbark;Szymbark;Szymbarskich Zak³adników;1;Stê¿yca;kartuski;pomorskie
38-311;AP Szymbark;Szymbark;;501;Gorlice;gorlicki;ma³opolskie
47-100;AP Szymiszów;Szymiszów;Wolnoœci;39;Strzelce Opolskie;strzelecki;opolskie
16-050;AP Szymki;Szymki;;57;Micha³owo;bia³ostocki;podlaskie
66-433;AP Œciechów;Œciechów;;115A;Lubiszyn;gorzowski;lubuskie
48-317;AP Œcinawa Ma³a;Œcinawa Ma³a;rynek Rynek;74;Korfantów;nyski;opolskie
57-410;AP Œcinawka Œrednia;Œcinawka Œrednia;Mickiewicza;11;Radków;k³odzki;dolnoœl¹skie
34-323;UP Œlemieñ;Œlemieñ;rynek Rynek;9;Œlemieñ;¿ywiecki;œl¹skie
62-561;UP Œlesin k. Konina;Œlesin;Kleczewska;14;Œlesin;koniñski;wielkopolskie
62-563;FUP Œlesin k. Konina;Licheñ Stary;Klasztorna;3;Œlesin;koniñski;wielkopolskie
89-530;UP Œliwice;Œliwice;Dworcowa;37;Œliwice;tucholski;kujawsko-pomorskie
48-210;AP Œmicz;Œmicz;;50;Bia³a;prudnicki;opolskie
64-030;UP Œmigiel;Œmigiel;Leszczyñska;2;Œmigiel;koœciañski;wielkopolskie
87-850;AP Œmi³owice;Œmi³owice;;30;Choceñ;w³oc³awski;kujawsko-pomorskie
32-120;AP Œmi³owice k. Proszowic;Œmi³owice;;1;Nowe Brzesko;proszowicki;ma³opolskie
63-100;UP Œrem 1;Œrem;20 PaŸdziernika Pl.;41;Œrem;œremski;wielkopolskie
63-100;FUP Œrem 1;Dolsk;Wyzwolenia Pl.;18;Dolsk;œremski;wielkopolskie
63-101;FUP Œrem 1;Œrem;Dezyderego Ch³apowskiego;3;Œrem;œremski;wielkopolskie
63-102;FUP Œrem 1;Œrem;Artura Grottgera;48;Œrem;œremski;wielkopolskie
63-100;FUP Œrem 1;Œrem;Przemys³owa;1;Œrem;œremski;wielkopolskie
63-103;FUP Œrem 1;skrytki/przegródki;;;Œrem;œremski;wielkopolskie
55-300;UP Œroda Œl¹ska;Œroda Œl¹ska;Kolejowa;25;Œroda Œl¹ska;œredzki;dolnoœl¹skie
55-300;FUP Œroda Œl¹ska;Kostom³oty;Wroc³awska;3;Kostom³oty;œredzki;dolnoœl¹skie
55-311;FUP Œroda Œl¹ska;skrytki/przegródki;;;Kostom³oty;œredzki;dolnoœl¹skie
55-300;FUP Œroda Œl¹ska;Lutynia;Koœciuszki;69;Miêkinia;œredzki;dolnoœl¹skie
55-333;FUP Œroda Œl¹ska;skrytki/przegródki;;;Miêkinia;œredzki;dolnoœl¹skie
55-320;FUP Œroda Œl¹ska;Malczyce;1 Maja;60;Malczyce;œredzki;dolnoœl¹skie
55-300;FUP Œroda Œl¹ska;Miêkinia;Pocztowa;2;Miêkinia;œredzki;dolnoœl¹skie
55-330;FUP Œroda Œl¹ska;skrytki/przegródki;;;Miêkinia;œredzki;dolnoœl¹skie
55-300;FUP Œroda Œl¹ska;Mrozów;Wyzwolenia;22;Miêkinia;œredzki;dolnoœl¹skie
55-340;FUP Œroda Œl¹ska;Udanin;G³ówna;73;Udanin;œredzki;dolnoœl¹skie
63-002;AP Œroda Wielkopolska;Œroda Wielkopolska;Kórnicka;40;Œroda Wielkopolska;œredzki;wielkopolskie
63-003;AP Œroda Wielkopolska;Œroda Wielkopolska;os. Prymasa Wyszyñskiego;6B/34;Œroda Wielkopolska;œredzki;wielkopolskie
63-000;UP Œroda Wielkopolska 1;Œroda Wielkopolska;Jana Henryka D¹browskiego;31;Œroda Wielkopolska;œredzki;wielkopolskie
63-000;FUP Œroda Wielkopolska 1;Dominowo;Centralna;8;Dominowo;œredzki;wielkopolskie
63-001;FUP Œroda Wielkopolska 1;Œroda Wielkopolska;Poselska;18;Œroda Wielkopolska;œredzki;wielkopolskie
63-020;FUP Œroda Wielkopolska 1;Zaniemyœl;Poznañska;27;Zaniemyœl;œredzki;wielkopolskie
44-188;AP Œwibie;Œwibie;G³ówna;4;Wielowieœ;gliwicki;œl¹skie
58-100;AP Œwidnica Œl¹ska;Œwidnica;Ksiêcia Bolka Œwidnickiego;16;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;AP Œwidnica Œl¹ska;Œwidnica;Kazimierza Wielkiego;1;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;AP Œwidnica Œl¹ska;Œwidnica;Kliczkowska;18;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;UP Œwidnica Œl¹ska 1;Œwidnica;pl. Grunwaldzki;1;Œwidnica;œwidnicki;dolnoœl¹skie
58-140;FUP Œwidnica Œl¹ska 1;Jaworzyna Œl¹ska;1 Maja;28;Jaworzyna Œl¹ska;œwidnicki;dolnoœl¹skie
58-124;FUP Œwidnica Œl¹ska 1;Marcinowice;Œwidnicka;1;Marcinowice;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Jana Boduena de Courtenay;2;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Karola Marcinkowskiego;16;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Siostrzana;7 A;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Strzegomska;2;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Westerplatte;50;Œwidnica;œwidnicki;dolnoœl¹skie
58-101;FUP Œwidnica Œl¹ska 1;skrytki/przegródki;;;Œwidnica;œwidnicki;dolnoœl¹skie
58-100;FUP Œwidnica Œl¹ska 1;Œwidnica;Wroc³awska;23;Œwidnica;œwidnicki;dolnoœl¹skie
58-105;FUP Œwidnica Œl¹ska 1;Œwidnica;Ludwika Zamenhofa;42;Œwidnica;œwidnicki;dolnoœl¹skie
58-130;FUP Œwidnica Œl¹ska 1;¯arów;Armii Krajowej;42;¯arów;œwidnicki;dolnoœl¹skie
21-040;UP Œwidnik k. Lublina 1;Œwidnik;Kosynierów;12;Œwidnik;œwidnicki;lubelskie
21-046;FUP Œwidnik k. Lublina 1;Œwidnik;Rac³awicka;38-44;Œwidnik;œwidnicki;lubelskie
21-040;FUP Œwidnik k. Lublina 1;Œwidnik;Szkolna;4;Œwidnik;œwidnicki;lubelskie
21-047;UP Œwidnik k. Lublina 5;Œwidnik;Niepodleg³oœci;13;Œwidnik;œwidnicki;lubelskie
78-300;UP Œwidwin 1;Œwidwin;Plac Jana Paw³a II;2;Œwidwin;œwidwiñski;zachodniopomorskie
78-316;FUP Œwidwin 1;Brze¿no;;50;Brze¿no;œwidwiñski;zachodniopomorskie
78-314;FUP Œwidwin 1;S³awoborze;Lipowa;11;S³awoborze;œwidwiñski;zachodniopomorskie
78-300;FUP Œwidwin 1;Œwidwin;¯wirki i Wigury;3;Œwidwin;œwidwiñski;zachodniopomorskie
58-161;AP Œwiebodzice;Œwiebodzice;Stefana ¯eromskiego;13-15;Œwiebodzice;œwidnicki;dolnoœl¹skie
58-160;UP Œwiebodzice 1;Œwiebodzice;Œwidnicka;10;Œwiebodzice;œwidnicki;dolnoœl¹skie
58-160;FUP Œwiebodzice 1;Dobromierz;pl. Wolnoœci;6;Dobromierz;œwidnicki;dolnoœl¹skie
58-163;FUP Œwiebodzice 1;Œwiebodzice;Piasta;22;Œwiebodzice;œwidnicki;dolnoœl¹skie
66-200;UP Œwiebodzin;Œwiebodzin;Plac Wolnoœci;5;Œwiebodzin;œwiebodziñski;lubuskie
66-218;FUP Œwiebodzin;Lubrza;Œwiebodziñska;54;Lubrza;œwiebodziñski;lubuskie
66-213;FUP Œwiebodzin;Sk¹pe;;86;Sk¹pe;œwiebodziñski;lubuskie
66-225;FUP Œwiebodzin;Szczaniec;Herbowa;4A;Szczaniec;œwiebodziñski;lubuskie
66-200;AP Œwiebodzin;Œwiebodzin;os. Osiedle £u¿yckie;39;Œwiebodzin;œwiebodziñski;lubuskie
66-201;AP Œwiebodzin;Œwiebodzin;Sukiennicza;17;Œwiebodzin;œwiebodziñski;lubuskie
66-200;AP Œwiebodzin;Œwiebodzin;Zachodnia;68;Œwiebodzin;œwiebodziñski;lubuskie
86-100;UP Œwiecie nad Wis³¹ 1;Œwiecie;Ma³y Rynek;5;Œwiecie;œwiecki;kujawsko-pomorskie
86-134;FUP Œwiecie nad Wis³¹ 1;Dragacz;;4;Dragacz;œwiecki;kujawsko-pomorskie
86-140;FUP Œwiecie nad Wis³¹ 1;Drzycim;Koœcielna;2b;Drzycim;œwiecki;kujawsko-pomorskie
86-111;FUP Œwiecie nad Wis³¹ 1;Gruczno;Wojska Polskiego;2;Œwiecie;œwiecki;kujawsko-pomorskie
86-100;FUP Œwiecie nad Wis³¹ 1;Grupa;Szarych Szeregów;1;Dragacz;œwiecki;kujawsko-pomorskie
86-131;FUP Œwiecie nad Wis³¹ 1;Je¿ewo;Czerska;4;Je¿ewo;œwiecki;kujawsko-pomorskie
86-130;FUP Œwiecie nad Wis³¹ 1;Laskowice;Parkowa;2;Je¿ewo;œwiecki;kujawsko-pomorskie
86-141;FUP Œwiecie nad Wis³¹ 1;Lniano;Wyzwolenia;18a;Lniano;œwiecki;kujawsko-pomorskie
86-105;FUP Œwiecie nad Wis³¹ 1;Œwiecie;ks. Stanis³awa Krausego;1;Œwiecie;œwiecki;kujawsko-pomorskie
86-105;FUP Œwiecie nad Wis³¹ 1;Œwiecie;Wojska Polskiego;9;Œwiecie;œwiecki;kujawsko-pomorskie
86-105;FUP Œwiecie nad Wis³¹ 1;Œwiecie;Ks. Kardyna³a Stefana Wyszyñskiego;15;Œwiecie;œwiecki;kujawsko-pomorskie
86-182;FUP Œwiecie nad Wis³¹ 1;Œwiekatowo;Dworcowa;9;Œwiekatowo;œwiecki;kujawsko-pomorskie
76-020;AP Œwielino;Œwielino;;6;Bobolice;koszaliñski;zachodniopomorskie
06-150;UP Œwiercze;Œwiercze;Wiejska;3 C;Œwiercze;pu³tuski;mazowieckie
78-531;AP Œwierczyna;Œwierczyna;;98;Wierzchowo;drawski;zachodniopomorskie
28-440;AP Œwierczyna;Œwierczyna;;63;Dzia³oszyce;piñczowski;œwiêtokrzyskie
42-622;UP Œwierklaniec;Œwierklaniec;Oœwiêcimska;17;Œwierklaniec;tarnogórski;œl¹skie
42-625;FUP Œwierklaniec;O¿arowice;Dworcowa;15;O¿arowice;tarnogórski;œl¹skie
42-665;FUP Œwierklaniec;Pyrzowice;Wolnoœci;90;O¿arowice;tarnogórski;œl¹skie
59-540;UP Œwierzawa;Œwierzawa;Z³otoryjska;15;Œwierzawa;z³otoryjski;dolnoœl¹skie
59-550;FUP Œwierzawa;Wojcieszów;Pocztowa;2;Wojcieszów;z³otoryjski;dolnoœl¹skie
72-406;AP Œwierzno;Œwierzno;;99;Œwierzno;kamieñski;zachodniopomorskie
22-175;AP Œwier¿e;Œwier¿e;Jana Paw³a II;59;Dorohusk;che³mski;lubelskie
38-242;AP Œwiêcany;Œwiêcany;;240;Sko³yszyn;jasielski;podkarpackie
55-010;UP Œwiêta Katarzyna;Œwiêta Katarzyna;G³ówna;32;Siechnice;wroc³awski;dolnoœl¹skie
55-010;FUP Œwiêta Katarzyna;Radwanice;1 Maja;7;Siechnice;wroc³awski;dolnoœl¹skie
55-010;FUP Œwiêta Katarzyna;¯órawina;Osiedleñcza;9;¯órawina;wroc³awski;dolnoœl¹skie
11-442;AP Œwiêta Lipka;Œwiêta Lipka;;20;Reszel;kêtrzyñski;warmiñsko-mazurskie
41-600;UP Œwiêtoch³owice 1;Œwiêtoch³owice;Pocztowa;12;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-605;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;dr. Antoniego Bukowego;21;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-606;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;Chorzowska;19;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-608;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;Górna;4;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-600;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;Katowicka;54;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-600;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;Wojciecha Korfantego;1;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-600;FUP Œwiêtoch³owice 1;Œwiêtoch³owice;Œl¹ska;23;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
41-603;FUP Œwiêtoch³owice 1;skrytki/przegródki;;;Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie
27-225;AP Œwiêtomarz;Œwiêtomarz;;30;Paw³ów;starachowicki;œwiêtokrzyskie
59-726;AP Œwiêtoszów;Œwiêtoszów;Brzozowa;14;Osiecznica;boles³awiecki;dolnoœl¹skie
36-072;UP Œwilcza;Œwilcza;;164;Œwilcza;rzeszowski;podkarpackie
72-605;AP Œwinoujœcie;Œwinoujœcie;Hugona Ko³³¹taja;11C/4A;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
72-600;UP Œwinoujœcie 1;Œwinoujœcie;Marsza³ka Józefa Pi³sudskiego;1;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
72-602;FUP Œwinoujœcie 1;Œwinoujœcie;Norberta Barlickiego;17;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
72-611;FUP Œwinoujœcie 1;Œwinoujœcie;Juliana Markiewicza;2;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
72-601;FUP Œwinoujœcie 1;Œwinoujœcie;Juliusza S³owackiego;18;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
72-610;FUP Œwinoujœcie 1;Œwinoujœcie;Wojska Polskiego;1;Œwinoujœcie;Œwinoujœcie;zachodniopomorskie
18-303;AP Tabêdz;Tabêdz;;16B;Zambrów;zambrowski;podlaskie
16-320;AP Tajno Stare;Tajno Stare;;33;Barg³ów Koœcielny;augustowski;podlaskie
05-555;UP Tarczyn k. Warszawy;Tarczyn;Rynek;15;Tarczyn;piaseczyñski;mazowieckie
05-505;FUP Tarczyn k. Warszawy;Pra¿mów;Piotra Czo³chañskiego;1;Pra¿mów;piaseczyñski;mazowieckie
38-540;AP Tarnawa Górna;Tarnawa Górna;;210;Zagórz;sanocki;podkarpackie
39-400;AP Tarnobrzeg;Tarnobrzeg;Jana Matejki;6;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-407;AP Tarnobrzeg;Tarnobrzeg;Szpitalna;1;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-441;AP Tarnobrzeg;Tarnobrzeg (Sobów);Gen. Józefa Bema;108;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-400;UP Tarnobrzeg 1;Tarnobrzeg;Sokola;3 A;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-407;FUP Tarnobrzeg 1;Tarnobrzeg;Konfederacji Dzikowskiej;13;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-400;FUP Tarnobrzeg 1;Tarnobrzeg;Eugeniusza Kwiatkowskiego;8;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-401;UP Tarnobrzeg 3;Tarnobrzeg;Stanis³awa Wyspiañskiego;19;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-403;UP Tarnobrzeg 5;Tarnobrzeg;Zwierzyniecka;18;Tarnobrzeg;Tarnobrzeg;podkarpackie
39-405;UP Tarnobrzeg 7;Tarnobrzeg;Henryka Sienkiewicza;38;Tarnobrzeg;Tarnobrzeg;podkarpackie
22-375;AP Tarnogóra;Tarnogóra;Krakowskie Przedmieœcie;71 a;Izbica;krasnostawski;lubelskie
23-420;UP Tarnogród;Tarnogród;Rynek;20;Tarnogród;bi³gorajski;lubelskie
23-425;FUP Tarnogród;Biszcza;;79;Biszcza;bi³gorajski;lubelskie
23-413;FUP Tarnogród;Obsza;;36;Obsza;bi³gorajski;lubelskie
22-678;AP Tarnoszyn;Tarnoszyn;;39 ;Ulhówek;tomaszowski;lubelskie
38-204;UP Tarnowiec;Tarnowiec;;30;Tarnowiec;jasielski;podkarpackie
33-112;AP Tarnowiec;Tarnowiec;Tarnowska;87;Tarnów;tarnowski;ma³opolskie
62-079;UP Tarnowo Podgórne 3;Tarnowo Podgórne;Rokietnicka;2;Tarnowo Podgórne;poznañski;wielkopolskie
62-080;FUP Tarnowo Podgórne 3;Tarnowo Podgórne;Poznañska;105;Tarnowo Podgórne;poznañski;wielkopolskie
42-600;UP Tarnowskie Góry 1;Tarnowskie Góry;Marsza³ka Józefa Pi³sudskiego;12;Tarnowskie Góry;tarnogórski;œl¹skie
42-612;FUP Tarnowskie Góry 1;Tarnowskie Góry;Fiñska;53;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Gliwicka;240;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;G³ówna;27;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Tadeusza Koœciuszki;5;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Powstañców Warszawskich;8;Tarnowskie Góry;tarnogórski;œl¹skie
42-606;FUP Tarnowskie Góry 1;Tarnowskie Góry;S³oneczników;41;Tarnowskie Góry;tarnogórski;œl¹skie
42-609;FUP Tarnowskie Góry 1;Tarnowskie Góry;Strzybnicka;5;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Jana Œniadeckiego;1;Tarnowskie Góry;tarnogórski;œl¹skie
42-600;FUP Tarnowskie Góry 1;Tarnowskie Góry;Zagórska;158;Tarnowskie Góry;tarnogórski;œl¹skie
33-103;AP Tarnów;Tarnów;Koszycka;4;Tarnów;Tarnów;ma³opolskie
33-103;AP Tarnów;Tarnów;Lwowska;178/A;Tarnów;Tarnów;ma³opolskie
33-108;AP Tarnów;Tarnów;Ignacego Moœcickiego;86;Tarnów;Tarnów;ma³opolskie
33-103;AP Tarnów;Tarnów;Tadeusza Romanowicza;59;Tarnów;Tarnów;ma³opolskie
33-100;UP Tarnów 1;Tarnów;Adama Mickiewicza;6;Tarnów;Tarnów;ma³opolskie
33-140;FUP Tarnów 1;Lisia Góra;1 Maja;7;Lisia Góra;tarnowski;ma³opolskie
33-171;FUP Tarnów 1;Pleœna;;537;Pleœna;tarnowski;ma³opolskie
33-130;FUP Tarnów 1;Rad³ów;pl. Tadeusza Koœciuszki;17;Rad³ów;tarnowski;ma³opolskie
33-156;FUP Tarnów 1;Skrzyszów;;335A;Skrzyszów;tarnowski;ma³opolskie
33-100;FUP Tarnów 1;Tarnów;Hodowlana;6;Tarnów;Tarnów;ma³opolskie
33-100;FUP Tarnów 1;Tarnów;Klikowska;107/2;Tarnów;Tarnów;ma³opolskie
33-102;FUP Tarnów 1;skrytki/przegródki;;;Tarnów;Tarnów;ma³opolskie
33-122;FUP Tarnów 1;Wierzchos³awice;;550;Wierzchos³awice;tarnowski;ma³opolskie
32-830;FUP Tarnów 1;Wojnicz;Rynek;1;Wojnicz;tarnowski;ma³opolskie
33-150;FUP Tarnów 1;Wola Rzêdziñska;;2;Tarnów;tarnowski;ma³opolskie
33-110;UP Tarnów 2;Tarnów;pl. Dworcowy;2;Tarnów;Tarnów;ma³opolskie
33-110;FUP Tarnów 2;Koszyce Wielkie;Pocztowa;13;Tarnów;tarnowski;ma³opolskie
33-110;FUP Tarnów 2;Tarnowiec;Romana Sanguszki;4;Tarnów;tarnowski;ma³opolskie
33-109;FUP Tarnów 2;Tarnów;B³onie;2;Tarnów;Tarnów;ma³opolskie
